channel_parent_category_code,channel_id_code,year_added,acronym_eng,oecd_channel_name,oecd_channel_parent_name,oecd_aggregated_channel,coefficient_for_core_contributions,general_contributions_reported_as_type_of_aid,mcd_major_channel_of_delivery,references_notes
47000,47083,2018,PAHO,Pan-American Health Organisation ,Other multilateral institution,Multilateral Organisations,100,B02,MCD,
47000,47084,2018,PAIGH,Pan-American Institute of Geography and History ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47086,2018,PIDG,Private Infrastructure Development Group ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2003)2
47000,47118,2018,CREFIAF,Regional Organisation for the Strengthening of Supreme Audit Institutions of Francophone Sub-Saharan Countries,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2008)10
47000,47119,2018,OSS,Sahara and Sahel Observatory,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2008)10
47000,47029,2018,SWAC,Sahel and West Africa Club ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Renamed:  DCD/DAC/STAT(2008)5
47000,47096,2018,SPC,Secretariat of the Pacific Community ,Other multilateral institution,Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2008)5
47000,47120,2018,SAARC,South Asian Association for Regional Cooperation ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2008)10
47000,47092,2018,SEAFDC,South East Asian Fisheries Development Centre ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47093,2018,SEAMEO,South East Asian Ministers of Education ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47095,2018,SPBEA,South Pacific Board for Educational Assessment ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2001)6
47000,47089,2018,SADC,Southern African Development Community ,Other multilateral institution,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2003)2
47000,47135,2018,SCF,Strategic Climate Fund,Other multilateral institution,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2013)9
47000,47121,2018,UCLGA,United Cities and Local Governments of Africa,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2008)10
47000,47098,2018,UNPO,Unrepresented Nations and Peoples' Organisation ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47100,2018,WAMU,West African Monetary Union ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2003)2
47000,47139,2018,WCO CCF,World Customs Organization Customs Co-operation Fund,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2014)4
47000,47146,2018,IIB,International Investment Bank (IIB),Other multilateral institution,Multilateral Organisations,29,B02,Not MCD,Added:  DCD/DAC/STAT(2019)17
47000,47102,2020,,World Customs Organization (WCO),Other multilateral institution,Multilateral Organisations,,,,
47000,47148,2020,OIE,World Organisation for Animal Health,Other multilateral institution,Multilateral Organisations,61,B02,Not MCD,Added: DCD/DAC/STAT(2019)34
51000,51000,,,"University, college or other teaching institution, research institute or think?tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",,,,
51000,47101,2018,WARDA,Africa Rice Centre,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1. Renamed:  DCD/DAC/STAT(2006)15 Renamed:  DCD/DAC/STAT(2008)10
51000,47069,2018,,Bioversity International,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1. Renamed:  DCD/DAC/STAT(2008)5
51000,47018,2018,CIFOR,Centre for International Forestry Research ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.  Added:  DCD/DAC/STAT(2004)3
51000,21004,2018,CODESRIA,Council for the Development of Economic and Social Research in Africa ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,Not MCD,"Not a major channel of delivery, channel category changed:  DCD/DAC/STAT(2011)7/REV1.  "
51000,47041,2018,FFTC,Food and Fertilizer Technology Centre ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,21009,2018,FARA,Forum for Agricultural Research in Africa ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,Not MCD,"Not a major channel of delivery, channel category changed:  DCD/DAC/STAT(2011)7/REV1.  Added:  DCD/DAC/STAT(2005)9"
51000,47047,2018,IAI,International African Institute ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47051,2018,ICARDA,International Centre for Agricultural Research in Dry Areas ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47055,2018,ICRA,International Centre for Development Oriented Research in Agriculture ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1. Added:  DCD/DAC/STAT(2001)6
51000,47053,2018,"ICDDR,B","International Centre for Diarrhoeal Disease Research, Bangladesh","University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1. Renamed:  DCD/DAC/STAT(2011)16.  Renamed:  DCD/DAC/STAT(2006)15
51000,47017,2018,CIAT,International Centre for Tropical Agriculture ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47054,2018,ICIPE,International Centre of Insect Physiology and Ecology ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47057,2018,ICRISAT,International Crop Research for Semi-Arid Tropics ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,51001,2018,IFPRI,International Food Policy Research Institute,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Added:  DCD/DAC/STAT(2014)4
51000,21021,2018,IIED,International Institute for Environment and Development ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,Not MCD,"Not a major channel of delivery, channel category changed:  DCD/DAC/STAT(2011)7/REV1.  Added:  DCD/DAC/STAT(2005)9"
51000,21039,2018,IISD,International Institute for Sustainable Development,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,Not MCD,"Not a major channel of delivery, channel category changed:  DCD/DAC/STAT(2011)7/REV1.  Added:  DCD/DAC/STAT(2007)7"
51000,47062,2018,IITA,International Institute of Tropical Agriculture ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47063,2018,ILRI,International Livestock Research Institute ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1. Result of a merger between the International Centre for Livestock in Africa (ILCA) and the International Laboratory for Research on Animal Diseases (ILRAD):  DCD/DAC/STAT(2002)3.
51000,47020,2018,CIMMYT,International Maize and Wheat Improvement Centre ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.  Added:  DCD/DAC/STAT(2004)3
51000,47021,2018,CIP,International Potato Centre ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47070,2018,IRRI,International Rice Research Institute ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47071,2018,ISTA,International Seed Testing Association ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47075,2018,IWMI,International Water Management Institute ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1. Added:  DCD/DAC/STAT(2004)3
51000,47099,2018,USP,University of the South Pacific ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47056,2018,ICRAF,World AgroForestry Centre,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1. Renamed:  DCD/DAC/STAT(2006)15
51000,47103,2018,WMU,World Maritime University ,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.
51000,47008,2018,AVRDC,World Vegetable Centre,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1.  Renamed:  DCD/DAC/STAT(2006)15
51000,47104,2018,WorldFish Centre,WorldFish Centre,"University, College Or Other Teaching Institution, Research Institute Or Think?Tank","University, College Or Other Teaching Institution, Research Institute Or Think?Tank",100,B01,MCD,Change of Channel Category:  DCD/DAC/STAT(2012)6/REV1. Added:  DCD/DAC/STAT(2004)3
60000,60000,,,Private sector institution,Private sector institution,Private sector institution,,,,
61000,61000,,,Private sector in provider country,Private sector in provider country,Private sector institution,,,,
61000,61001,2018,,Banks (deposit taking corporations),Private sector in provider country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
61000,61003,2018,,Investment funds and other collective investment institutions,Private sector in provider country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
61000,61004,2018,,"Holding companies, trusts and Special Purpose Vehicles",Private sector in provider country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
61000,61005,2018,,Insurance Corporations,Private sector in provider country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
61000,61006,2018,,Pension Funds,Private sector in provider country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
61000,61007,2018,,Other financial corporations,Private sector in provider country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
61000,61008,2018,,Exporters,Private sector in provider country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
61000,61009,2018,,Other non-financial corporations,Private sector in provider country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
61000,61010,2018,,Retail investors,Private sector in provider country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62000,,,Private sector in recipient country,Private sector in recipient country,Private sector institution,,,,
62000,62001,2018,,Banks (deposit taking corporations except Micro Finance Institutions),Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62002,2018,,Micro Finance Institutions (deposit and non-deposit),Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62003,2018,,Investment funds and other collective investment institutions,Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62004,2018,,"Holding companies, trusts and Special Purpose Vehicles",Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62005,2018,,Insurance Corporations,Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62006,2018,,Pension Funds,Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62007,2018,,Other financial corporations,Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62008,2018,,Importers/Exporters,Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62009,2018,,Other non-financial corporations,Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
62000,62010,2018,,Retail investors,Private sector in recipient country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63000,,,Private sector in third country,Private sector in third country,Private sector institution,,,,
63000,63001,2018,,Banks (deposit taking corporations except Micro Finance Institutions),Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63002,2018,,Micro Finance Institutions (deposit and non-deposit),Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63003,2018,,Investment funds and other collective investment institutions,Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63004,2018,,"Holding companies, trusts and Special Purpose Vehicles",Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63005,2018,,Insurance Corporations,Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63006,2018,,Pension Funds,Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63007,2018,,Other financial corporations,Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63008,2018,,Exporters,Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63009,2018,,Other non-financial corporations,Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
63000,63010,2018,,Retail investors,Private sector in third country,Private sector institution,,,,DCD/DAC/STAT(2018)9/ADD1/FINAL; DCD/DAC/STAT(2016)20/REV
90000,90000,,,Other,Other,Other,,,,
50000,50000,,,Other,Other,Other,,,,
50000,52000,,,Other,Other,Other,,,,
